audience_id,age,gender,frequency_segment,distinct networks,distinct programmes,seconds_streamed
5HsiM-8UmP_OWNwe3FOYB70DZrGTlVGATHuZ0c6LWqc,16-34,male,B. 2-5 days per week,1,8,31969
6nLCYM3lRILJRmb4lgdkVaT1wci6kaEahZEQKjXVvps,35+,female,B. 2-5 days per week,9,52,172701
8NzSdiAIHlj3szHgpF-m8L6SOrG7HH9d6uv3ltcWOOI,35+,prefer not to say,D. fortnightly,1,2,10340
0G47vj3LVqlhx5VNcqkxVtsm2R-6AnKFb87CHPDR6QA,35+,male,F. less than monthly,1,1,724
24T3UGQW0rEVLf9nIzeFnpEmFcmkhLh0xpF-Fl7DcCs,35+,male,D. fortnightly,1,4,37474
3mh97uioZwmNSOyZnrzZ7a4oU1uMscyg8tlGE8SsME4,35+,male,E. monthly,1,1,32
5ZWBlrzxyqpv3fS4iKSTNcnTjvvxsWTvy3MrP6wq9w0,35+,female,B. 2-5 days per week,1,2,11434
7FrhnVBbfYlFRL8gUjPi_0XG8ifTt24iyoWeoCgVaSI,16-34,male,F. less than monthly,1,1,1260
8maQWcGMds-qKvJkxWILfmnhZyiaKurWNSfAK1r9tHY,35+,male,F. less than monthly,1,1,463
Ajyl0RTlsQnpC1RLRhbGU1_0GZPA473fqTL4EPnqusA,,,A. daily (5+ days per week),7,26,117519
0VLxTcxbGXqYSQPmKqLiGJnxMZDcLklQW-tbuU4hfjw,35+,female,A. daily (5+ days per week),1,1,29246
2F8bkAn3GBYPG4sCdfGZ8h_MzczOSioN2zusbNoYJPQ,35+,male,D. fortnightly,3,7,11722
3m21rqmmRXcYCTbeYLKRhg75YIf9FNw9AtiikIdo_Ow,35+,male,E. monthly,1,1,388
5BJ9-r1Lhsnw34DCqBSINn0irfhnYtBV2CWL5pXOr-E,35+,female,A. daily (5+ days per week),1,10,17336
6Wu5GQDUzvGyHyrAubOv9j3M8FTUsMOfrZgrv12dXt8,35+,female,A. daily (5+ days per week),9,80,304813
8UMKw-lxTVm9nR2FPziOooz9QT7Ak-EECdB5Ovv2JdA,,,F. less than monthly,1,1,3908
A847k42lhrZ9CzeXBxG5li6E3WhSiD0CnUGxDNndmZM,16-34,female,E. monthly,1,2,5505
0IIujkneP5BWV-UaVABJ0VE_wjYIoPa88V0Ja1kdtGg,35+,male,F. less than monthly,1,2,2052
2FXqRyJPqP179P4HmK1YJkQPJcRPgkT38Gkztj1RCz8,,,B. 2-5 days per week,4,24,62390
3kd4PDbErRcdkQTH7dZStzh5OopSy9YHh21NVW0ZizY,35+,male,A. daily (5+ days per week),7,71,366421
5YvrO6I3mK0CzXPNpePjjiIwP1l7QgfWkdXU11JHLJw,35+,male,F. less than monthly,1,1,748
7IX-6Hy2adx7Y-KLpkXBfEsQfyzxmRu7ojc1wQb-2UA,,,B. 2-5 days per week,3,65,423700
90AkWZgzBAwObPNCSsOagk4FKMY7C3uFmkEqofxLyUY,,,B. 2-5 days per week,3,21,96941
AQA4kc1MD_DFp2lXKUUqGzlDbCtaSpP2zC7PweV7iiA,16-34,male,C. 1-2 days per week,1,4,5889
ByID1jsx8gvrkE5e7zJimmnlx-JjVkmJ1qFXQdHt-YM,,,D. fortnightly,1,1,3354
0V_pJX80QJh7W1baJW3T9w-IcgvtW1Yma-l5Zh2rBjU,35+,,B. 2-5 days per week,7,12,36535
1ldVq-AFwyHt8AHFjs8vOvOpFQd60K_MqQM4Lgl-N6s,35+,male,D. fortnightly,4,6,15735
3l97Qz3AR9OLLUzoFfrK2MLrw6R5djAnhPPbP2dTYSQ,35+,male,F. less than monthly,1,1,29
5QLK_yHdnSWLy3GtZpyBK6QzuxKkKMzM6vuRTaehKqM,,,D. fortnightly,1,2,1636
6pR5_2CmM2HuVkJrPDS9ZW5b66PhIWviByDF3juY7fY,16-34,male,F. less than monthly,1,1,2569
8DUk06LGwqPD7Fzgs5Jae3GELDQqRNLHQAdhHfYXbu4,35+,male,F. less than monthly,1,1,2396
9oyyadW--IyjIB8UmNrCdYjU9LSAzgbi-in37MXHZ-M,16-34,male,F. less than monthly,1,1,11942
0CCS4XPlO0UIu4zdodNdOaYKEjnrJCkhS8Lzjw-8aeE,16-34,male,D. fortnightly,2,3,12781
20VOGvesbt1ZJZN6ObhiRT_NNRMOOQE1AIgsoXiG_MA,16-34,prefer not to say,E. monthly,1,6,34166
3p3U7kSTbQO3Gib3DYNiqbTlKKLABTZ2vr4KjsmMP8c,35+,,E. monthly,2,2,768
5OIdA2yp1-fA0izvpqQA0bXaISMot_j3jZvhzscg11k,16-34,prefer not to say,B. 2-5 days per week,2,6,15916
6zFq9XUi2szM2Avgk46d4orH3VDSPH5XhR3vhTJI3Dc,35+,female,E. monthly,1,1,3600
8jZk5XgyCNDwW-ffu5LU1PmSB61jeT6JQRj_mb6VdFk,35+,male,F. less than monthly,1,2,220
AVNC3a0RaA1VFCNELwAMyNOifuCKcxr9Wi2sYW4lMIc,35+,female,C. 1-2 days per week,2,7,6098
0IcnidU0Eh7J0D2t0UiWY4-loka5dfQx4CfWbme8Rus,,,B. 2-5 days per week,3,26,148828
1yWcstEM-Gpx_UzGUCCLS-DVe4EyAgRYzdcPZtAWVaI,35+,male,D. fortnightly,3,8,42030
3bhmp2HtwVfRG8Nbl2qwqfsHR7ogqtdJ-ZH9ghX97sA,35+,male,F. less than monthly,1,1,890
5DJXixlEhEPo5lpBjZ-96t3BypoUj7FnEuPSgNYsnZE,35+,,D. fortnightly,1,1,2547
6v6u3QrBOwK02EaY1KDnUBGFouyyRLIyqe2v6rFfRmU,16-34,female,B. 2-5 days per week,8,96,485011
8L0_z9UVo4eKcqeWnycgjAbMUyRbT34j_FNOKYmSzmU,35+,,E. monthly,1,1,28
9hyVC5HfEfg3RT4IfSldF0uT5ZnBVkBVDc8fO-Cbn6g,,,B. 2-5 days per week,1,1,64685
0Pq72CkdDmh2dn8fPSEbM8DNompYfw7ozrJ86g1bFjc,35+,male,B. 2-5 days per week,3,77,643367
28M0tl5YM9YsdEbLtcmoejl09Rw2TLngt1pfmeiQlcc,,,C. 1-2 days per week,2,3,13996
3mOhdnSYDGJ-wWRvzlEQolQEoSrDMFC1OvylYnsKUCA,35+,female,E. monthly,1,1,11
5RYY-C5zr8UDM6dElevRL_0ZLsPQ7CL3xN9qaccN6Q4,35+,female,F. less than monthly,1,1,35
6v7-ESLnRZ-2CcYDnQ2Y1tHNl0xf_-S3W5pB5AIaZdw,35+,,C. 1-2 days per week,3,4,14611
8bQ8j8k7ytki_KTdj4nTuh-IKE8kKHLGv0jx4n55D2Y,35+,female,F. less than monthly,1,1,120
A8je-OENdy2IjzQk1OxLlgUaLGCNiQ7UY2IRgLdgpVU,16-34,female,F. less than monthly,1,1,241
Bc0F15R9DdeqnOjUK-hHSbLKDXEgRA16G74fXQj68L8,,,B. 2-5 days per week,6,20,79996
DGKkEx31R1U8Jfdb1H9BlHW0BqEuShK1dKCB7blyWqw,,,F. less than monthly,1,1,13
EVdI9hUQ7FKPjF99jgDA6T9PHoxujl-AVtKgyHzDV5w,35+,female,C. 1-2 days per week,1,3,18187
0TNXBaJjtzk-rRggvkX3CoGLeIoqFcko-einx4zmS1o,35+,female,D. fortnightly,2,3,3720
2pdKzqgy4b9p4KXcMPCsWEvug_LCixTpFgd-pxMPkqc,35+,male,D. fortnightly,1,3,7209
5-odUdTmLuk8CZR4JUlmyDlmD5obsy8EPnHB-uZ5gss,35+,male,E. monthly,1,1,5336
7DCcPG5nI_QD_AD8XppCAAh7VllZOqZgMGMFXW3RYOU,35+,male,D. fortnightly,1,5,25482
9QfaicNDo_fjSJup78b7qUKcnJ3KtP-rjoxszL9kJYM,35+,male,B. 2-5 days per week,3,3,7512
BqUmWhhEM4DwMiQGk5nXIMzdRPZLJuIZK_Wy2HBTB0E,16-34,male,D. fortnightly,1,4,669
E8p_UUho20OMsHc7PeILdwaQB2aCgJwJgv3pBxECR2w,,,D. fortnightly,1,1,2273
GLz1UDbuQPs5tHKTfXraYWIM-veZJo2QYa8Yr2T08zQ,35+,male,B. 2-5 days per week,4,7,26057
IbLGUZ9IYzp_kSkvA9ves41EEgl9YCOo-8B8PVf6fLw,16-34,female,F. less than monthly,1,1,44
1hAF14lU52gt1JcYe3_cXSlFtn4AfSf8mJIdF-SX-o8,35+,,F. less than monthly,1,1,595
44Y3FI-QJV-fEb_ZL0L81u2O6ZZcQvW3vFd_NGBgrK0,35+,female,B. 2-5 days per week,8,12,5120
6JUz8KEtdX1kyvI05eNdqKVbG2Eiw4jm5J_mGBjOu0Y,35+,male,D. fortnightly,1,8,26565
1bbUAd42UAKpRlNUjfdmTonTGu5sB0Jpu9vKPjq0n5g,35+,female,B. 2-5 days per week,2,16,245099
3HlS3o6Ib43gVq-NF5GRIfkG9jTTx1qZl_R0TpwK6fA,,,B. 2-5 days per week,2,9,309328
57qc1CXZsRYqgV0ElN4JQ_v5tKL9zHvBMstRvM8RC9c,35+,female,A. daily (5+ days per week),6,36,139484
6yZA_jBV39KpxAuLpgwCIiKOUzE_UozMOkV8tKQaAo0,35+,male,F. less than monthly,1,2,2782
1ElwZ86jJ051NojFRmzeUxqTuLWASnX0g0IYx0uj4fo,16-34,female,B. 2-5 days per week,1,2,25630
3DYK3JzPVZ6pAY7zXjTvPrOug4ocf4miia5aRuCV19k,35+,female,A. daily (5+ days per week),1,12,62591
50aMmfeBikMOWvPJkI_fFIMyNhjWNGi8JBiDhwK5FaE,,male,E. monthly,2,11,30543
6LG0f_9hcS-7OoS6YJNEGh7VQ9_3nt265D25NVHVBT0,16-34,male,D. fortnightly,1,1,785
8Abvu6PcmcdEjonurXsAshPWoe6MlxsYMKwXOYt1228,35+,female,D. fortnightly,1,10,57804
9bNCZVpntnQfeL_JusoUOl_IwgzAaD5vC7PFP5t0yYc,35+,male,F. less than monthly,1,1,241
1S0BP_nJgzenUB1sFRvhn4ArrPNm7Vgbn4hAumwusqs,,,D. fortnightly,2,4,7286
3B19JLx0ZRsVl-O9xVdbtePhJdpcRwcDNMGxLEv2HiA,35+,male,F. less than monthly,1,1,2386
5hu7oupl-JGfc-_s_8wsVV6ziWdr2YkNBxW-uUqAIEo,16-34,female,F. less than monthly,1,1,579
7DcE_4PLJtwgLs7HWwcW0hUytKEb-5-fhPdi4pCkslY,35+,male,E. monthly,2,3,67427
1bwLHtKbgwtn8Lwox03fJCmSUWUlZ4XY4HZqhJpd15c,35+,male,C. 1-2 days per week,2,4,24488
2xpJraMGulazSEMlPOBpK2ftiGPPbVr2O0brajInntk,16-34,male,E. monthly,1,6,7790
4NpAh-mUIK9Sxbx6-K9lYWbhWSuk_U5Ihf0XokECSZs,35+,male,B. 2-5 days per week,6,106,382250
6JWZY8sNxVbcdAaaxtvFxITay0BXRMZe4qYcKWtFPUE,16-34,male,D. fortnightly,1,2,41
7sjxkU3UdtIpZ1K24PSBHDVE2x4Iqxa6cp7aQHxV4rA,16-34,male,F. less than monthly,2,3,3285
9grwVSY7VkCT6qLgTKXQMoqhZz-g7i_Bw8DZukpFgxY,35+,male,E. monthly,1,1,265
1QRIgk5NuUgWGyHE_jCQOW6e7hs3c7fHz08cJUEs5s8,16-34,female,D. fortnightly,1,1,408
36TWdbwYKB-W-OnrgLgMops91F5AX5pOgWKc9HntO1I,16-34,female,F. less than monthly,1,1,18
4dVu8E7ApU0JZ-9wufDHg1iXCvNs11pWzpui9Y40FdU,Under 16,male,F. less than monthly,3,8,4192
65g0PGV2oKoXtZW7FqFwNNRmbjaZmkMxcg0tqvplEJ8,16-34,female,F. less than monthly,1,1,107
7aUQrE0WKu2wwwM9xMfghAF-p4g5FnAkY6AjS67vers,35+,female,F. less than monthly,1,13,38892
1aUm1CV1MtYf___unqmP77JZ6E8QrktARHmgrASAr60,35+,female,A. daily (5+ days per week),8,29,117898
3SeGScEynz__EvZeC5XBgBR3ZySu8qtT4YPhQqKHCZ8,16-34,male,E. monthly,2,8,13780
50l5ubET4Ifg49EgSaANw-8D6uYBjz200X0zJu8uRaU,35+,,C. 1-2 days per week,3,3,1480
6_LNHewsmFlv0qc3MyysEDkgqo-PAYUonECAV0muGhw,,,E. monthly,1,2,5362
8HifXJ9c7ZKtYD51cmv3w_UsvWBh8AE3jSkKbEV906U,35+,female,A. daily (5+ days per week),15,34,306361
9qkaulPutNpcHohwOoKJQM687cxEwhH__kmrP3IK2es,35+,male,D. fortnightly,2,4,32175
1q2aoAJvLUhlduEUWdhVJiiZ-TMBGu5JtSndvWEZOTM,35+,male,D. fortnightly,2,2,6944
3DgGvPCMMqqStQrfu7SW5Dx7OmFlWyesTZ70jMuVIyY,,,D. fortnightly,1,8,17648
4oY6Eyp1rIX30bx23cpsCZ94m4KNykzaayl5VaHYOXw,35+,female,E. monthly,2,3,658
6UMVqNvuo7pIzhkqzWx5uDyQYKQc3ftx7ZzBK2314E0,35+,female,F. less than monthly,1,1,1422
82e7CIfgxWOgTU7KKKTJBzKyYFxSA22Iib9AssgjD10,16-34,prefer not to say,F. less than monthly,1,1,30
1QgHSvHZzwoe8FnF6ZPCqiLWDbWPZYT1ngJp1shE-vc,35+,prefer not to say,F. less than monthly,2,3,6892
3Reg1wO07Jm5Nw-NocmH3-UlswLRyO8FqEI3Mmnr3QU,,,F. less than monthly,1,3,15378
4yOpI4sf-md3P05oPCvFZ8W1946IRKt1ar2lLih-8q8,16-34,female,F. less than monthly,1,2,801
6swucuyhWC1QgPHx4_pJyjAlwdYBB2u2RQueDryBTdM,35+,male,F. less than monthly,1,2,41
8JaH9W6gvIZkwOMM4LvxfodhIQ4LnAW_5e4teGBNqhA,16-34,male,E. monthly,2,2,7504
ABJyU71FMSqEU6RrdTDPo7lEKSlxAkbMVh-zav2u6rQ,35+,female,B. 2-5 days per week,1,3,10373
0-hcL14S31rM87pSqlIcnmtHGkshkyjLz-La9EKqv20,35+,male,E. monthly,1,1,395
1i0f4VCs2XalSsNkCO4QO66fBIJxpjMBhTxsoPfRV4o,35+,male,C. 1-2 days per week,2,7,62425
3LYaiRgC5Lo1zY7cZislgIxoe0i5xFoIRfT5BkiN5uA,35+,prefer not to say,F. less than monthly,1,1,319
4l4GjkAq4nV2UgiboYvTJO8DEmJeCvBbvoE09TAKWps,35+,male,C. 1-2 days per week,2,3,969
61JtlFOXEtc5LPXuaGN6DK-AoMgbLE3bCDyOy6gwuhU,,,D. fortnightly,1,4,24619
81ZtTsYBY5z0Yh3pg7Of_tI43Q2oPmrtFRrhtTMqCCs,35+,male,E. monthly,2,3,51
9lhr8vr6sOOp-uqBuplw9jc360U4upe6x170IOrpjzQ,16-34,female,F. less than monthly,1,2,2356
BNRsTZMkW0gPZ05N-vaMmUUbC_pr3eTCFy3_5Oy4AIQ,,,F. less than monthly,1,1,9
1pvaCySwRhbRLQmMNWSoFZWLwf1-Y4aDKgw3kmEIZ40,16-34,female,A. daily (5+ days per week),1,20,174915
3Dj0Sp9753nONwA2A10ep_vdRQ0QB_JCgjr8JcjS5EA,35+,male,F. less than monthly,1,4,11269
514RCw14Hl-IE8s2_djRgpUdomzboTH5yM-Tzc_RuQU,35+,female,F. less than monthly,1,1,72
6iNDeDMKTjA5pR-xBd8tNv2vg0valWR4HXHhekEjypo,35+,male,B. 2-5 days per week,4,9,18406
8cRKsL7GA4n4rtlByrKdzEnqmZpq1zC_3anmwy7mNeU,35+,,A. daily (5+ days per week),4,14,82799
A3BG5sqsQUHYmFET0FANA-ocuzxo6zN9eeUC23uHCNA,35+,male,F. less than monthly,1,1,21
Bc_Thu5XbXPBZ2QMOGJDMCk4h_C6NRfPSoyZyGF5SIw,35+,female,B. 2-5 days per week,1,2,16745
1U_41CwE0hH70evaRrwFzzbqUW1J_R7WSuhRZeldldQ,35+,female,A. daily (5+ days per week),4,57,480555
3HzifmUMuO9AH80mo8uTTZi6ZG0g5TEPoSX4h7wr0OQ,,,E. monthly,1,1,925
4sD8v7vhyHQnd-BtEBpgucP57vW7PqH4aFf9ntY1kmM,35+,,D. fortnightly,1,10,15166
6PjI0kWV8MJ_bfwEjx4WJiCj9DZE8eJk6QpVN0B81Hc,35+,female,F. less than monthly,1,1,2155
7n6Vfi-jZQSLX4hgIcEkPPRUlrXGlxr7Xs2tWPrt9ME,35+,male,D. fortnightly,1,7,35511
9PXh67J1jiMDchkywFD2spG6ywr1Qoi-Mj-Adu5L9uQ,35+,female,F. less than monthly,1,1,651
B0RlzEWdughT7rmBjWzO98agmVAiWNDfuom36e4rsEc,35+,male,A. daily (5+ days per week),4,12,31868
1SAdHivggOyZm7tnKGLRLg8v57ceP_BovYZf6UcJ3dc,35+,,B. 2-5 days per week,8,32,116096
3OrCNRIN5iVxIy3H3hpehosf7YoBCiYsHM03IsmFKGo,,,F. less than monthly,1,1,782
51tqkdak5OCKLiYFHIFxx0WP-DQxNabi6w0BZjwShRM,16-34,female,A. daily (5+ days per week),1,17,254729
6YNwwdxxLomaEXSfFZ8nxCAQmc3uURIPwczGS6XtH1I,35+,male,C. 1-2 days per week,2,7,11583
8PD8qerAqFgGxKO8BGOifWdSCS2RZ2b7dvTuZYU9jfM,16-34,male,E. monthly,2,2,41445
9z_0oODuhqcKh2tdpE4Ymq9X7YuIpCXh3H88amQ4xd8,35+,female,D. fortnightly,2,5,9904
1TwnS4JBdPKFDAa_uFHPZ_6QqqmTF4Ht4JaAszYR9sw,16-34,female,F. less than monthly,1,1,3355
37rwZY3bfQ3Rsy4c8DHoEPtNGFc0DSCCVWgtEiFJr4w,16-34,male,E. monthly,1,1,173
4krxx4_1N0RBYNvr4kWSj7Pc2QjCujMQ0-yn4o6lVOg,35+,male,A. daily (5+ days per week),9,56,565974
6JYjeWkLnFh4kRkUHa9hjE98o9qRXvLIHbrBCQWrlnA,35+,female,B. 2-5 days per week,2,18,120026
7uo9l9eVcVX2T54nqG6IcYqdhdYeebbf2OuPq2Y2a1E,35+,male,E. monthly,1,1,10
9GYd8NwEKkulaVE5Xx9sriNsss2qsqeRlEhNnelJejo,35+,male,E. monthly,1,4,26526
B-0a2VbHeegOiS_E1ma3ZqIQSTo47gDfQ2bDLJXn9Bg,35+,female,E. monthly,1,1,10774
02bly-FGW1jTBTEbRZ4k8WOcTgpG4qvMbzgGwBr58u8,35+,prefer not to say,F. less than monthly,1,2,7480
1bzQeJp8EIf4d678Jt_KB-NGeqLa6fnLqeGgeb6roGo,35+,prefer not to say,F. less than monthly,1,2,428
3M81_FECdIPVJHf_BViEz1B0-uZONfbAYJsH1yYCFBE,35+,female,F. less than monthly,1,1,3824
4tbQKRX1K6-8cmCficISN1swuvogOyHz8cO53v6nyww,35+,male,C. 1-2 days per week,5,41,95976
6KCW4HjYO6aom65bfGFdfPDv4HbdIaFS6Dflo0LnbYM,16-34,,C. 1-2 days per week,1,4,81351
88_LZb1GGNwhzC5kpBdl9lUOgYP7sUZNXpoAZxe5mvI,16-34,female,E. monthly,2,3,4600
9s5G_d7QXVxyIxG2zbolxRuKWMetTP98mb1-PVVLZys,35+,male,D. fortnightly,1,4,215155
B6r3n5gQa2agMo2Gg3Z-afZIWKH_SQdJuYcmbUP4UvY,35+,male,C. 1-2 days per week,3,7,10023
CjQxHjPuBIMDvWa7HF2otKnXYfNTZXK20TXUSCeNJsI,16-34,female,F. less than monthly,2,2,458
EDIF6M9H7VLfCLuy9sucmtS7_G_6z9voa3wb7-q5JLM,35+,,B. 2-5 days per week,6,21,55879
037YMHk4O6xNG-u0r0MOLH9Ak7UXBnWniilW1HsYR_k,35+,prefer not to say,E. monthly,1,3,17612
2EqCn6-eKGOH9Abpab6Hldxn6soOEQrh21zjEXouNSM,35+,female,C. 1-2 days per week,4,16,69757
4IfwUKQ3sXPshiwBBjkLtAiuo3oOHyJ1alr0roDusF0,,,C. 1-2 days per week,6,9,23430
6ZNG_7-o_PoYxGk43K-1BFtmnDxrRuscxMI5KYrpLzY,16-34,male,C. 1-2 days per week,3,25,325853
8qLA9JrH1nrutwyVe_tZFY2PHgDVCUn5trKhQHCa3jI,35+,female,B. 2-5 days per week,1,12,114418
BCmVj6-sBV9onsCE8e0LpRBYRs9wQZ90T9Zd0jv01Ik,35+,female,D. fortnightly,1,2,12404
DUkJ-au2nijdCDGj5uaXlHBNLteoKe7orE_IBaKppbQ,35+,male,F. less than monthly,5,7,998
Fzs4hMfxd-iP0Di-5ZnpP71Wv7BZnMQmh-ZLMHidJms,,,C. 1-2 days per week,3,9,12624
Hr0z0FLxApUVSDR31ME4IFtKQz8VXZpo_yw2Hl99UQ4,16-34,male,F. less than monthly,1,1,339
0hRAsMxK5Sri-vCwzMKlDCfIYb-YMv7WSlxyQhbFkC0,35+,male,B. 2-5 days per week,5,14,17949
3EspkveBBiUSbGolkrKMdpcYT6xjIaF9jcTFeYBuyHM,35+,female,B. 2-5 days per week,4,14,12721
5Xh-SwwfEvtdXSJXJ5jXbf9f-1yx2a-aqMXMNKSy4wU,,male,B. 2-5 days per week,7,44,80689
84NR_GNY-BGi2hAKfSMA9V3w9ensXZzBa5L5LKaHdxw,35+,male,C. 1-2 days per week,4,13,42910
0Yy3Vny5oFf8Sbm59-ncxHkQC-ELJHtM5xMCKt1GtSA,16-34,male,A. daily (5+ days per week),9,55,377902
2VL1AeTejJclLIDs-UwTnj_10o6OnskV-MmKXM1qcMY,35+,prefer not to say,E. monthly,1,1,1801
4PSfPFESRm4XhEVULQ7IUkTemh33p_55CxT6dnXHS2A,35+,male,D. fortnightly,3,9,15232
6ESxlGeFMLfpMeeRuLfrUITiMkjUaZPbqzGEJosHcls,35+,male,B. 2-5 days per week,2,4,19230
80rkqRpkdUXQiokksv4lCDfIcoudpx5pcb5-CxmUn28,,,E. monthly,1,1,1860
0_85nX85jhO09JwqNnazXowfKncCOT0zh-DWWYQnkm0,,male,B. 2-5 days per week,7,63,138627
2LyHuK7-wPA-ji-8lqH1EtwjfgsxhsbIfHLoEMK99l0,35+,female,E. monthly,2,2,1154
4HnrhB9JWuFufM8OA90lNK8nb7F2nXHna4FzDJEmZE0,,,B. 2-5 days per week,4,11,84518
5kOEN2B7xT4OKTpmbymxFZomo7sF_gP2TANxeNkNHEM,,,B. 2-5 days per week,2,11,17957
7IDBdWu9TRebQeRmYzbMGA5ehQMZQIJ0IRv5Lbon5Gs,35+,female,A. daily (5+ days per week),5,114,1575893
934YXbkEngI2MJDWVoWz-0XK-x9-TgK4XqRGBrgE2mw,16-34,male,F. less than monthly,1,1,59
AsAbjeGr0PU7iL25KuTtTiZziS711Y1yL3ooBU8ZFgQ,16-34,male,C. 1-2 days per week,4,5,14971
0g5Bk2FG4qqyn0_IBNLAQSCn36A4I4ojWItaNvZLhLg,,,B. 2-5 days per week,1,6,13444
2R5zCQj-8xjBRea04iw1imnfpa6wlzipdfFlMVEL3pw,16-34,female,C. 1-2 days per week,2,3,21581
4ODQRyzR5_vggRzHz0QV8GJsHcDfZxS9EwEhYOXPLlk,,,D. fortnightly,1,1,1831
6csCdwQHOxj6xJeHsnHeU0naTootjsj-RL4Ylif8ke0,16-34,male,D. fortnightly,2,2,3705
8Lxz3zb2-WX9LfvdexfshjN-UbOh660mGUSzIjREw1E,35+,male,D. fortnightly,1,5,24578
0iCXIXIL-wnKNRDnAv3T_Z6bByI01OAdVqK8KI7EntY,35+,female,A. daily (5+ days per week),1,23,52405
2Mlf2NJ5RCJdsL-IQ2gHxu8rPa4NoRMenH7fYtRh-0c,35+,female,A. daily (5+ days per week),13,29,293618
3lE5SERJlzkFoHwtK04kPu2nSEla2Fj_gM6YSrTXYkE,35+,female,D. fortnightly,1,1,1951
5Me3y3vCPUz-_d99ExsmSc5XUhLzMvK10XW2w6iXT2Y,35+,male,E. monthly,1,2,851
7IyqHvYLV2cZRhXl6p0dL2lClGectEJRM8P8psDnxkQ,16-34,male,F. less than monthly,1,1,1077
94_ET1XSY7pcYJ4sl3QxDPIqSLqlqJR1JiY-ZV0-sSI,,,D. fortnightly,1,2,9315
AiuNS9fAmc1jAVADW1SIxh5Wt81rBh9MXluKMdk3mXo,35+,male,D. fortnightly,1,2,13131
0ml42Zxb1p6WQ5Hod4p8LCgpYr_TMbQ_R8qKWt4XY6E,16-34,other,B. 2-5 days per week,1,4,190610
2MiIgG-SO9Xt9YuqdBwhDATteLtDQiWdKWTkoVxeS08,35+,female,B. 2-5 days per week,3,5,8972
40RjhFbQOh2lm9W5xAFUP2rIt5SN_e3fIA-UAvd0AvY,35+,male,C. 1-2 days per week,1,3,5869
5dimBDk8KGaMzRPwhQyvgf8ALRKc9X8UYrMulijbyC0,,,F. less than monthly,2,4,8612
6z2aQ6oes-mEO3JJU_xwgeqxwj-ksybko-YexjiYWzw,35+,male,B. 2-5 days per week,3,16,19742
8OtUrMk4DhPMMbWxGo9xObOXENU4H8b17DxBqwEJRaQ,,,B. 2-5 days per week,3,9,26477
0lB2-94rPtMgMoeHAVWZFNnUP8lJFouUJa-8Pp9pk8c,,,B. 2-5 days per week,6,51,80795
2qLcHSxn6Qxoq4TUOsRCmI_En5IrD2YCSDxZRv_pCtg,16-34,male,F. less than monthly,1,1,10
4On4pBrhqi7E1Ph8ely2TvvQuN3Z4CVPBoYv-IA03oQ,35+,female,C. 1-2 days per week,3,9,33955
5qqgs5LyrVvcvR2EyldP8cvTh9UU84yQVHUt_e1uOG0,16-34,female,F. less than monthly,1,2,8876
7QNGsD9oP09ZHEDPk4ZMEXjSDDWRNvQFKN-NRh1hIJg,35+,female,F. less than monthly,1,1,1443
9PktckPSmG7vB8xuURLn45xo7hmDRqHh2_wDiZu_OKk,35+,female,E. monthly,2,2,3522
AnOj_X5THD1oytMS9tBMpFcIggpkuFz_moxSINo-QOQ,16-34,prefer not to say,D. fortnightly,2,3,19672
17ceLvCK4jPw7bAlrR-0kUZkc56I9DVgx2IAYPjvsA0,35+,male,C. 1-2 days per week,1,1,13270
2k2oBllB288weYpNPH_FPVSi37j1uhbTLtDO5m5fkZg,16-34,male,F. less than monthly,1,1,372
46q8YGyIA0GWt-ylZNQZ1sXd9syyQBH32r7V8u4sl2A,35+,female,A. daily (5+ days per week),1,4,36960
5p5TthyyBJ7cOUxn0Q0no-eXa7cVAaxKvfstMBPnNO8,35+,male,E. monthly,1,2,5472
7HQ8-IOxAwHmedxriiuA40ORcJs9Xo0JXctyktlbXnY,35+,female,D. fortnightly,1,5,6768
0gTljG7PwECMQRCrSzamZOwKZPdKGMyPhNTeBkIUzFA,35+,male,B. 2-5 days per week,5,68,159440
2eeKNcZWiTgcFpYCmXE3OsM5xt_UZbGSmC8laKkYrzY,35+,female,D. fortnightly,2,3,3115
4MaJk0cXXvLK7aw6L5zOlsODZLPr3Ox8-pzG_wSyNIo,,,C. 1-2 days per week,9,24,104213
60GkCur1ptGmB6gUeq7IWW6S2qqP57KLXYkxWYh4feE,35+,male,D. fortnightly,1,2,1906
7ahITNscX8C0PIfesg2WCKenmQ3QujclPC0UTWrH-p4,16-34,male,F. less than monthly,1,1,7
9LqxY9IR7ovth-Dc_q9ybOo88hMtvShzXCUKBYQfmPI,,,C. 1-2 days per week,2,4,5111
B8LfA_6_SB6bSRQ705bJxIswuuqogE0RvNVD8_j9BZ8,16-34,female,F. less than monthly,1,1,697
1BcVQ-n4JvigAxQK_dLprGJQgKrf8aovCHVYn6ZuSdc,35+,male,E. monthly,1,3,4962
2j3I1yCT6sum1m3_g1A7cw4kucXvewSSrddJKB8oLNo,35+,female,C. 1-2 days per week,1,5,4765
490fiDidRbpJgXNuFyDFsu0j9NlTyKTmAT3rrekgGIQ,16-34,male,F. less than monthly,1,1,5
5WhZX1WS-hSCDd_mwRgEluyRWUqjImPUR6uV8EobGlQ,35+,,D. fortnightly,2,2,8133
7B2CYTq1WcbWHkMFd5X_ke-AdCrVp6d1cuXvX0GGNqM,35+,prefer not to say,B. 2-5 days per week,7,24,49474
